Fecha;Tarde/Noche;centena ;Fijo;1er Corrido;2do Corrido
3/5/2017;M;2;96;79;73
3/5/2017;T;6;32;46;51
3/5/2017;N;8;51;14;1
4/5/2017;M;3;29;70;86
4/5/2017;T;0;19;40;90
4/5/2017;N;2;28;16;16
5/5/2017;M;8;21;56;18
5/5/2017;T;4;70;53;84
5/5/2017;N;4;93;29;66
6/5/2017;M;8;46;29;61
6/5/2017;T;6;53;77;64
6/5/2017;N;3;83;96;37
7/5/2017;M;0;58;36;79
7/5/2017;T;5;39;98;92
7/5/2017;N;8;6;4;23
8/5/2017;M;1;18;40;34
8/5/2017;T;5;14;22;99
8/5/2017;N;3;10;22;97
9/5/2017;M;3;12;12;66
9/5/2017;T;7;57;14;32
9/5/2017;N;7;98;86;81
10/5/2017;M;8;6;40;12
10/5/2017;T;8;32;56;37
10/5/2017;N;8;97;59;6
11/5/2017;M;5;24;28;99
11/5/2017;T;9;7;99;89
11/5/2017;N;4;48;53;49
12/5/2017;M;2;7;39;67
12/5/2017;T;4;78;27;26
12/5/2017;N;1;78;6;63
13/5/2017;M;4;50;84;17
13/5/2017;T;0;52;12;77
13/5/2017;N;3;57;5;65
14/5/2017;M;9;96;4;17
14/5/2017;T;4;59;26;3
14/5/2017;N;6;53;90;64
15/5/2017;M;4;20;86;87
15/5/2017;T;6;66;97;55
15/5/2017;N;4;8;18;81
16/5/2017;M;8;8;25;26
16/5/2017;T;2;12;28;74
16/5/2017;N;3;34;36;42
17/5/2017;M;0;22;49;47
17/5/2017;T;5;96;87;31
17/5/2017;N;4;24;18;99
18/5/2017;M;4;87;77;93
18/5/2017;T;9;19;64;46
18/5/2017;N;6;72;44;51
19/5/2017;M;6;46;14;82
19/5/2017;T;2;25;80;41
19/5/2017;N;3;61;65;4
20/5/2017;M;1;51;21;67
20/5/2017;T;2;17;45;41
20/5/2017;N;3;40;72;69
21/5/2017;M;3;28;83;53
21/5/2017;T;6;2;89;87
21/5/2017;N;4;64;18;39
22/5/2017;M;2;9;25;18
22/5/2017;T;8;88;90;59
22/5/2017;N;2;45;96;74
23/5/2017;M;7;91;35;50
23/5/2017;T;7;28;67;46
23/5/2017;N;3;6;43;6
24/5/2017;M;0;19;86;91
24/5/2017;T;6;48;64;60
24/5/2017;N;6;57;79;3
25/5/2017;M;7;77;36;68
25/5/2017;T;9;99;53;94
25/5/2017;N;6;14;43;44
26/5/2017;M;9;44;34;38
26/5/2017;T;0;14;15;71
26/5/2017;N;1;91;89;83
27/5/2017;M;6;25;80;6
27/5/2017;T;9;40;55;64
27/5/2017;N;3;62;97;0
28/5/2017;M;3;18;97;67
28/5/2017;T;3;26;90;33
28/5/2017;N;6;55;22;80
29/5/2017;M;7;19;10;80
29/5/2017;T;7;68;10;14
29/5/2017;N;4;53;92;50
30/5/2017;M;5;64;94;11
30/5/2017;T;1;13;17;0
30/5/2017;N;0;35;37;32
31/5/2017;M;4;5;56;17
31/5/2017;T;2;32;97;56
31/5/2017;N;3;13;60;46
1/6/2017;M;2;19;62;59
1/6/2017;T;2;10;74;11
1/6/2017;N;7;56;0;14
2/6/2017;M;7;96;24;94
2/6/2017;T;0;68;69;12
2/6/2017;N;0;72;51;53
3/6/2017;M;6;31;97;75
3/6/2017;T;1;63;70;20
3/6/2017;N;1;52;9;60
4/6/2017;M;0;1;63;35
4/6/2017;T;0;13;5;6
4/6/2017;N;3;28;90;59
5/6/2017;M;2;47;48;23
5/6/2017;T;7;44;28;85
5/6/2017;N;7;3;24;55
6/6/2017;M;7;1;25;7
6/6/2017;T;7;31;70;95
6/6/2017;N;1;24;39;92
7/6/2017;M;0;22;23;4
7/6/2017;T;2;14;46;95
7/6/2017;N;5;63;31;13
8/6/2017;M;0;64;12;66
8/6/2017;T;4;57;19;73
8/6/2017;N;9;44;79;6
9/6/2017;M;2;28;51;34
9/6/2017;T;4;68;36;18
9/6/2017;N;9;94;42;60
10/6/2017;M;4;5;24;45
10/6/2017;T;6;4;18;70
10/6/2017;N;2;40;17;99
11/6/2017;M;6;75;80;19
11/6/2017;T;5;13;66;70
11/6/2017;N;1;56;1;58
12/6/2017;M;5;31;72;18
12/6/2017;T;0;74;98;66
12/6/2017;N;8;5;84;61
13/6/2017;M;7;33;82;34
13/6/2017;T;1;73;4;86
13/6/2017;N;3;56;70;75
14/6/2017;M;0;44;90;26
14/6/2017;T;8;78;9;68
14/6/2017;N;8;58;78;17
15/6/2017;M;3;81;92;85
15/6/2017;T;7;12;93;95
15/6/2017;N;9;96;68;2
16/6/2017;M;7;92;62;51
16/6/2017;T;0;91;63;13
16/6/2017;N;7;17;85;82
17/6/2017;M;3;53;44;91
17/6/2017;T;3;61;46;53
17/6/2017;N;8;99;79;19
18/6/2017;M;3;81;67;11
18/6/2017;T;8;80;57;57
18/6/2017;N;3;50;11;50
19/6/2017;M;4;35;31;75
19/6/2017;T;6;29;28;90
19/6/2017;N;3;5;10;35
20/6/2017;M;1;48;54;97
20/6/2017;T;9;63;4;57
20/6/2017;N;9;78;65;76
21/6/2017;M;4;75;3;57
21/6/2017;T;4;51;45;76
21/6/2017;N;0;99;13;87
22/6/2017;M;7;16;10;21
22/6/2017;T;3;50;62;31
22/6/2017;N;2;23;4;47
23/6/2017;M;0;69;33;8
23/6/2017;T;9;78;63;22
23/6/2017;N;9;23;3;67
24/6/2017;M;7;93;5;66
24/6/2017;T;7;20;94;96
24/6/2017;N;1;42;63;64
25/6/2017;M;1;2;36;15
25/6/2017;T;9;28;48;53
25/6/2017;N;2;8;20;73
26/6/2017;M;4;45;68;22
26/6/2017;T;4;25;98;96
26/6/2017;N;8;98;39;84
27/6/2017;M;8;56;93;75
27/6/2017;T;6;71;88;56
27/6/2017;N;4;52;39;60
28/6/2017;M;5;21;23;19
28/6/2017;T;4;25;71;18
28/6/2017;N;1;48;9;79
29/6/2017;M;9;24;90;93
29/6/2017;T;1;3;31;39
29/6/2017;N;2;4;11;37
30/6/2017;M;5;10;89;19
30/6/2017;T;3;4;22;8
30/6/2017;N;3;54;81;26
1/7/2017;M;9;19;28;53
1/7/2017;T;1;85;85;70
1/7/2017;N;3;97;7;74
2/7/2017;M;3;21;52;74
2/7/2017;T;8;56;8;99
2/7/2017;N;7;85;28;22
3/7/2017;M;4;56;34;53
3/7/2017;T;5;21;83;84
3/7/2017;N;0;81;15;65
4/7/2017;M;9;60;29;86
4/7/2017;T;7;17;82;50
4/7/2017;N;8;47;50;91
5/7/2017;M;9;16;83;3
5/7/2017;T;9;14;74;11
5/7/2017;N;5;89;70;76
6/7/2017;M;5;96;11;23
6/7/2017;T;5;10;19;14
6/7/2017;N;8;41;51;82
7/7/2017;M;5;30;21;11
7/7/2017;T;7;73;75;84
7/7/2017;N;9;29;46;98
8/7/2017;M;8;42;77;41
8/7/2017;T;7;29;1;18
8/7/2017;N;5;85;52;88
9/7/2017;M;1;96;69;98
9/7/2017;T;4;88;21;91
9/7/2017;N;6;75;53;41
10/7/2017;M;8;28;8;2
10/7/2017;T;7;83;61;40
10/7/2017;N;8;18;76;99
11/7/2017;M;3;75;0;25
11/7/2017;T;1;43;38;18
11/7/2017;N;0;66;75;66
12/7/2017;M;1;52;86;66
12/7/2017;T;1;48;95;52
12/7/2017;N;4;35;73;4
13/7/2017;M;6;89;20;71
13/7/2017;T;3;79;63;41
13/7/2017;N;3;99;46;48
14/7/2017;M;5;16;83;27
14/7/2017;T;7;81;80;56
14/7/2017;N;6;26;40;59
15/7/2017;M;1;76;58;6
15/7/2017;T;7;95;55;14
15/7/2017;N;7;97;77;23
16/7/2017;M;5;20;95;85
16/7/2017;T;9;77;40;30
16/7/2017;N;9;55;10;61
17/7/2017;M;1;25;94;60
17/7/2017;T;0;23;90;32
17/7/2017;N;5;65;80;11
18/7/2017;M;5;41;41;72
18/7/2017;T;3;87;23;39
18/7/2017;N;6;88;20;73
19/7/2017;M;6;49;43;46
19/7/2017;T;2;54;4;77
19/7/2017;N;9;24;25;15
20/7/2017;M;5;54;96;36
20/7/2017;T;7;58;96;27
20/7/2017;N;6;55;21;44
21/7/2017;M;4;23;88;11
21/7/2017;T;4;28;75;42
21/7/2017;N;4;53;50;48
22/7/2017;M;6;14;12;9
22/7/2017;T;1;33;67;8
22/7/2017;N;3;24;50;43
23/7/2017;M;1;72;78;4
23/7/2017;T;1;91;69;62
23/7/2017;N;9;32;0;19
24/7/2017;M;1;76;22;0
24/7/2017;T;1;64;0;23
24/7/2017;N;0;76;27;57
25/7/2017;M;3;70;65;89
25/7/2017;T;7;45;74;79
25/7/2017;N;4;81;8;13
26/7/2017;M;9;48;51;64
26/7/2017;T;5;43;29;74
26/7/2017;N;8;69;52;40
27/7/2017;M;1;87;17;9
27/7/2017;T;2;40;7;11
27/7/2017;N;2;12;27;12
28/7/2017;M;7;6;97;39
28/7/2017;T;4;26;62;20
28/7/2017;N;9;93;1;81
29/7/2017;M;4;20;66;75
29/7/2017;T;2;64;88;66
29/7/2017;N;0;85;37;59
30/7/2017;M;6;2;32;6
30/7/2017;T;1;8;92;89
30/7/2017;N;5;72;78;13
31/7/2017;M;0;74;76;98
31/7/2017;T;9;67;90;64
31/7/2017;N;1;94;67;34
1/8/2017;M;0;1;86;14
1/8/2017;T;9;68;80;35
1/8/2017;N;3;69;53;79
2/8/2017;M;7;12;3;84
2/8/2017;T;1;95;14;17
2/8/2017;N;4;93;77;13
3/8/2017;M;8;3;57;20
3/8/2017;T;1;9;31;44
3/8/2017;N;6;53;6;50
4/8/2017;M;4;73;82;32
4/8/2017;T;9;58;89;87
4/8/2017;N;4;6;16;18
5/8/2017;M;6;45;50;24
5/8/2017;T;8;70;12;11
5/8/2017;N;4;59;16;79
6/8/2017;M;4;4;12;56
6/8/2017;T;1;22;64;34
6/8/2017;N;2;47;27;81
7/8/2017;M;5;97;62;16
7/8/2017;T;3;17;77;94
7/8/2017;N;8;92;64;53
8/8/2017;M;9;64;94;45
8/8/2017;T;6;85;7;6
8/8/2017;N;2;37;8;39
9/8/2017;M;2;81;80;86
9/8/2017;T;9;96;94;47
9/8/2017;N;3;61;27;56
10/8/2017;M;4;5;69;63
10/8/2017;T;3;20;58;8
10/8/2017;N;0;3;30;99
11/8/2017;M;2;74;47;55
11/8/2017;T;5;49;29;28
11/8/2017;N;6;52;45;64
12/8/2017;M;6;12;31;38
12/8/2017;T;1;90;36;77
12/8/2017;N;0;77;55;34
13/8/2017;M;1;45;34;73
13/8/2017;T;4;91;66;92
13/8/2017;N;4;20;54;13
14/8/2017;M;1;7;70;45
14/8/2017;T;7;41;26;19
14/8/2017;N;6;46;69;49
15/8/2017;M;4;61;57;90
15/8/2017;T;2;55;59;23
15/8/2017;N;1;6;26;73
16/8/2017;M;3;39;93;95
16/8/2017;T;3;9;8;98
16/8/2017;N;7;91;84;57
17/8/2017;M;9;69;0;58
17/8/2017;T;4;38;71;62
17/8/2017;N;9;80;68;78
18/8/2017;M;7;79;80;75
18/8/2017;T;0;6;0;38
18/8/2017;N;1;61;69;36
19/8/2017;M;6;47;71;23
19/8/2017;T;5;49;20;61
19/8/2017;N;3;83;20;39
20/8/2017;M;9;88;53;42
20/8/2017;T;9;13;70;34
20/8/2017;N;5;23;56;47
21/8/2017;M;7;2;73;52
21/8/2017;T;5;82;0;55
21/8/2017;N;1;76;31;54
22/8/2017;M;7;53;89;33
22/8/2017;T;5;73;27;11
22/8/2017;N;9;73;80;73
23/8/2017;M;0;71;96;95
23/8/2017;T;1;64;85;50
23/8/2017;N;0;69;13;87
24/8/2017;M;3;25;35;23
24/8/2017;T;6;23;7;79
24/8/2017;N;4;63;70;25
25/8/2017;M;0;59;54;77
25/8/2017;T;6;21;76;63
25/8/2017;N;4;66;89;40
26/8/2017;M;5;44;86;28
26/8/2017;T;8;99;17;66
26/8/2017;N;6;17;81;3
27/8/2017;M;2;42;9;44
27/8/2017;T;7;6;22;88
27/8/2017;N;2;53;89;30
28/8/2017;M;0;29;36;31
28/8/2017;T;5;40;47;59
28/8/2017;N;3;20;94;86
29/8/2017;M;7;31;94;70
29/8/2017;T;4;62;85;8
29/8/2017;N;4;25;60;60
30/8/2017;M;5;46;87;54
30/8/2017;T;1;91;54;93
30/8/2017;N;1;44;49;40
31/8/2017;M;7;13;34;59
31/8/2017;T;7;88;9;39
31/8/2017;N;3;25;87;36
1/9/2017;M;2;61;28;77
1/9/2017;T;9;96;43;8
1/9/2017;N;4;70;81;57
2/9/2017;M;4;69;31;32
2/9/2017;T;0;37;13;1
2/9/2017;N;6;6;2;93
3/9/2017;M;2;10;32;6
3/9/2017;T;6;10;81;32
3/9/2017;N;8;99;14;87
4/9/2017;M;9;74;34;89
4/9/2017;T;1;2;82;23
4/9/2017;N;8;53;34;93
5/9/2017;M;2;31;52;91
5/9/2017;T;4;98;2;32
5/9/2017;N;6;10;57;25
6/9/2017;M;3;46;37;34
6/9/2017;T;7;43;45;24
6/9/2017;N;5;64;45;27
7/9/2017;M;5;62;13;4
7/9/2017;T;1;60;58;34
7/9/2017;N;0;79;2;9
8/9/2017;M;8;32;43;7
8/9/2017;T;1;5;2;34
8/9/2017;N;6;60;40;45
9/9/2017;M;3;91;84;63
9/9/2017;T;3;84;47;36
9/9/2017;N;5;76;71;43
10/9/2017;M;7;63;85;77
10/9/2017;T;7;10;19;40
10/9/2017;N;3;72;48;60
11/9/2017;M;2;80;80;90
11/9/2017;T;5;2;90;51
11/9/2017;N;4;73;33;61
12/9/2017;M;3;68;96;56
12/9/2017;T;9;39;94;74
12/9/2017;N;5;72;53;25
13/9/2017;M;9;52;66;9
13/9/2017;T;7;38;69;23
13/9/2017;N;8;86;33;73
14/9/2017;M;1;29;1;10
14/9/2017;T;1;97;2;5
14/9/2017;N;1;74;3;32
15/9/2017;M;1;32;36;40
15/9/2017;T;1;18;69;52
15/9/2017;N;7;86;74;79
16/9/2017;M;9;46;53;39
16/9/2017;T;5;46;43;15
16/9/2017;N;9;13;63;61
17/9/2017;M;8;66;28;37
17/9/2017;T;1;45;25;79
17/9/2017;N;7;73;50;74
18/9/2017;M;5;33;4;7
18/9/2017;T;5;83;4;64
18/9/2017;N;8;50;56;12
19/9/2017;M;8;72;89;62
19/9/2017;T;2;83;77;91
19/9/2017;N;5;92;78;60
20/9/2017;M;8;11;60;59
20/9/2017;T;5;11;44;14
20/9/2017;N;7;78;92;7
21/9/2017;M;6;69;78;52
21/9/2017;T;7;99;76;10
21/9/2017;N;3;18;9;12
22/9/2017;M;5;74;31;59
22/9/2017;T;4;96;14;70
22/9/2017;N;0;22;54;88
23/9/2017;M;9;82;33;86
23/9/2017;T;4;93;49;30
23/9/2017;N;2;88;96;23
24/9/2017;M;6;60;75;33
24/9/2017;T;6;48;52;52
24/9/2017;N;1;54;56;6
25/9/2017;M;3;96;38;73
25/9/2017;T;5;26;48;60
25/9/2017;N;4;8;95;82
26/9/2017;M;7;82;3;51
26/9/2017;T;1;61;98;26
26/9/2017;N;2;41;32;40
27/9/2017;M;1;32;75;27
27/9/2017;T;8;20;72;16
27/9/2017;N;2;81;3;73
28/9/2017;M;2;87;37;40
28/9/2017;T;2;69;9;63
28/9/2017;N;9;95;24;96
29/9/2017;M;8;35;75;24
29/9/2017;T;6;57;2;56
29/9/2017;N;0;44;45;86
30/9/2017;M;5;37;72;85
30/9/2017;T;1;57;44;13
30/9/2017;N;3;70;34;24
1/10/2017;M;9;49;90;70
1/10/2017;T;7;70;78;57
1/10/2017;N;9;1;47;97
2/10/2017;M;6;25;66;6
2/10/2017;T;8;96;28;93
2/10/2017;N;1;4;53;76
3/10/2017;M;4;43;73;93
3/10/2017;T;0;5;36;93
3/10/2017;N;7;93;69;84
4/10/2017;M;6;82;32;83
4/10/2017;T;9;36;54;81
4/10/2017;N;6;10;90;69
5/10/2017;M;9;17;65;55
5/10/2017;T;4;54;71;83
5/10/2017;N;9;8;42;44
6/10/2017;M;5;79;73;10
6/10/2017;T;8;53;0;52
6/10/2017;N;3;14;12;29
7/10/2017;M;3;47;92;8
7/10/2017;T;7;13;85;48
7/10/2017;N;9;99;24;43
8/10/2017;M;0;29;28;77
8/10/2017;T;5;31;78;93
8/10/2017;N;8;20;85;85
9/10/2017;M;5;25;55;17
9/10/2017;T;5;24;71;4
9/10/2017;N;5;59;13;72
10/10/2017;M;8;32;40;35
10/10/2017;T;5;28;69;10
10/10/2017;N;6;27;25;38
11/10/2017;M;0;68;36;71
11/10/2017;T;1;56;26;26
11/10/2017;N;9;3;21;33
12/10/2017;M;6;24;69;17
12/10/2017;T;5;75;1;83
12/10/2017;N;9;87;2;24
13/10/2017;M;1;73;38;93
13/10/2017;T;4;59;12;54
13/10/2017;N;3;67;22;91
14/10/2017;M;3;50;39;3
14/10/2017;T;9;96;72;57
14/10/2017;N;6;33;28;21
15/10/2017;M;9;50;92;55
15/10/2017;T;7;44;26;1
15/10/2017;N;0;19;49;65
16/10/2017;M;8;70;28;0
16/10/2017;T;6;21;46;47
16/10/2017;N;3;3;97;41
17/10/2017;M;9;43;73;68
17/10/2017;T;2;47;8;2
17/10/2017;N;8;14;59;84
18/10/2017;M;2;32;86;48
18/10/2017;T;2;74;55;46
18/10/2017;N;7;28;94;87
19/10/2017;M;2;75;37;48
19/10/2017;T;5;29;2;40
19/10/2017;N;4;75;90;51
20/10/2017;M;2;34;65;29
20/10/2017;T;9;35;82;94
20/10/2017;N;3;73;14;60
21/10/2017;M;2;44;89;72
21/10/2017;T;3;16;49;11
21/10/2017;N;8;2;37;60
22/10/2017;M;6;75;68;46
22/10/2017;T;0;44;35;76
22/10/2017;N;6;75;33;44
23/10/2017;M;5;66;99;47
23/10/2017;T;9;84;97;48
23/10/2017;N;1;25;87;44
24/10/2017;M;5;31;35;68
24/10/2017;T;7;91;79;4
24/10/2017;N;9;40;42;87
25/10/2017;M;6;87;13;43
25/10/2017;T;9;57;9;56
25/10/2017;N;4;14;62;30
26/10/2017;M;1;83;50;72
26/10/2017;T;9;58;32;29
26/10/2017;N;3;33;63;76
27/10/2017;M;6;71;7;3
27/10/2017;T;6;62;65;66
27/10/2017;N;2;66;49;9
28/10/2017;M;0;77;57;89
28/10/2017;T;1;74;79;27
28/10/2017;N;7;53;6;89
29/10/2017;M;4;59;91;97
29/10/2017;T;8;96;83;34
29/10/2017;N;1;87;18;45
30/10/2017;M;6;29;96;61
30/10/2017;T;5;3;59;43
30/10/2017;N;2;26;76;55
31/10/2017;M;0;73;34;52
31/10/2017;T;9;50;24;52
31/10/2017;N;0;72;57;33
1/11/2017;M;1;89;48;79
1/11/2017;T;4;97;70;47
1/11/2017;N;5;30;4;32
2/11/2017;M;4;48;39;27
2/11/2017;T;7;81;1;20
2/11/2017;N;9;51;11;83
3/11/2017;M;8;42;99;15
3/11/2017;T;8;2;63;2
3/11/2017;N;6;56;32;92
4/11/2017;M;9;34;36;85
4/11/2017;T;8;50;57;74
4/11/2017;N;5;74;21;42
5/11/2017;M;5;0;71;9
5/11/2017;T;0;66;70;67
5/11/2017;N;5;43;78;66
6/11/2017;M;4;57;8;31
6/11/2017;T;1;79;67;52
6/11/2017;N;5;4;38;41
7/11/2017;M;8;71;59;34
7/11/2017;T;1;56;72;22
7/11/2017;N;1;90;45;98
8/11/2017;M;6;26;67;68
8/11/2017;T;7;82;3;39
8/11/2017;N;7;51;57;6
9/11/2017;M;8;70;50;32
9/11/2017;T;0;54;87;33
9/11/2017;N;2;37;36;89
10/11/2017;M;7;32;54;5
10/11/2017;T;5;68;68;63
10/11/2017;N;4;35;63;94
11/11/2017;M;0;10;61;68
11/11/2017;T;1;71;35;27
11/11/2017;N;7;98;70;18
12/11/2017;M;2;62;38;92
12/11/2017;T;0;69;41;15
12/11/2017;N;3;1;5;56
13/11/2017;M;9;18;7;38
13/11/2017;T;1;70;47;22
13/11/2017;N;6;6;5;15
14/11/2017;M;1;93;33;62
14/11/2017;T;2;75;96;46
14/11/2017;N;5;51;6;67
